home_name,competition_name,gameId,hta,away_id,htf,away_logo,league,home_id,home_score,result,date,away_score,home_logo,away_name,ground
Fiji,2015 Rugby World Cup Qualifier,220539,6,54,29,,161354,14,108,won,28 Jun 2014,6,http://assets.espn.go.com/i/teamlogos/countries/500/fij.png,Cook Islands,Suva
Fiji,Pacific Nations Cup,257959,10,15,17,http://assets.espn.go.com/i/teamlogos/countries/500/sam.png,256449,14,30,draw,24 Jul 2015,30,http://assets.espn.go.com/i/teamlogos/countries/500/fij.png,Samoa,Sacramento
Japan,Samoa tour,220521,20,15,7,http://assets.espn.go.com/i/teamlogos/countries/500/sam.png,201113,23,33,lost,30 May 2014,14,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,Samoa,Tokyo
Fiji,Pacific Nations Cup,214959,3,16,24,http://assets.espn.go.com/i/teamlogos/countries/500/tga.png,214931,14,45,won,14 Jun 2014,17,http://assets.espn.go.com/i/teamlogos/countries/500/fij.png,Tonga,Lautoka
Fiji,Pacific Nations Cup,214965,15,15,5,http://assets.espn.go.com/i/teamlogos/countries/500/sam.png,214931,14,13,lost,21 Jun 2014,18,http://assets.espn.go.com/i/teamlogos/countries/500/fij.png,Samoa,Suva
France,Rugby World Cup,236305,29,8,13,http://assets.espn.go.com/i/teamlogos/countries/500/nzl.png,164205,9,13,lost,17 Oct 2015,62,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,New Zealand,Millennium Stadium
Fiji,Italy tour,211173,7,20,5,http://assets.espn.go.com/i/teamlogos/countries/500/ita.png,211159,14,25,won,7 Jun 2014,14,http://assets.espn.go.com/i/teamlogos/countries/500/fij.png,Italy,Suva
France,Rugby World Cup,181972,3,20,15,http://assets.espn.go.com/i/teamlogos/countries/500/ita.png,164205,9,32,won,19 Sep 2015,10,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,Italy,Twickenham
Wales,Fiji tour,218863,17,14,6,http://assets.espn.go.com/i/teamlogos/countries/500/fij.png,218859,4,17,lost,15 Nov 2014,13,http://assets.espn.go.com/i/teamlogos/countries/500/wal.png,Fiji,Millennium Stadium
England,Six Nations,180693,27,9,15,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,180659,1,55,lost,21 Mar 2015,35,http://assets.espn.go.com/i/teamlogos/countries/500/eng.png,France,Twickenham
Fiji,Fiji tour,240809,0,11,15,http://assets.espn.go.com/i/teamlogos/countries/500/usa.png,218859,14,20,won,21 Nov 2014,14,http://assets.espn.go.com/i/teamlogos/countries/500/fij.png,United States of America,Vannes
France,Rugby World Cup,181979,6,12,17,http://assets.espn.go.com/i/teamlogos/countries/500/rom.png,164205,9,38,won,23 Sep 2015,11,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,Romania,London
England,France tour,248675,12,9,9,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,248671,1,19,lost,15 Aug 2015,14,http://assets.espn.go.com/i/teamlogos/countries/500/eng.png,France,Twickenham
France,England tour,248939,6,1,15,http://assets.espn.go.com/i/teamlogos/countries/500/eng.png,248935,9,25,won,22 Aug 2015,20,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,England,Stade de France
Canada,Rugby World Cup,181990,12,9,24,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,164205,25,18,won,1 Oct 2015,41,http://assets.espn.go.com/i/teamlogos/countries/500/can.png,France,Milton Keynes
New Zealand,Rugby World Cup,236313,7,5,12,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,164205,8,20,lost,24 Oct 2015,18,http://assets.espn.go.com/i/teamlogos/countries/500/nzl.png,South Africa,Twickenham
France,Argentina tour,227311,15,10,3,http://assets.espn.go.com/i/teamlogos/countries/500/arg.png,209457,9,13,lost,22 Nov 2014,18,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,Argentina,Stade de France
South Africa,Rugby World Cup,236307,13,4,12,http://assets.espn.go.com/i/teamlogos/countries/500/wal.png,164205,5,23,won,17 Oct 2015,19,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,Wales,Twickenham
Wales,Six Nations,180670,20,9,6,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,180658,4,27,lost,21 Feb 2014,6,http://assets.espn.go.com/i/teamlogos/countries/500/wal.png,France,Millennium Stadium
South Africa,Rugby World Cup,181999,0,11,14,http://assets.espn.go.com/i/teamlogos/countries/500/usa.png,164205,5,64,won,7 Oct 2015,0,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,United States of America,London
Italy,Six Nations,180690,0,9,9,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,180659,20,0,won,15 Mar 2015,29,http://assets.espn.go.com/i/teamlogos/countries/500/ita.png,France,Rome
Japan,Rugby World Cup,181970,10,5,12,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,164205,23,34,lost,19 Sep 2015,32,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,South Africa,Brighton
South Africa,Rugby Championship,244315,27,10,13,http://assets.espn.go.com/i/teamlogos/countries/500/arg.png,244293,5,25,lost,8 Aug 2015,37,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,Argentina,Durban
South Africa,Rugby Championship,244309,10,8,10,http://assets.espn.go.com/i/teamlogos/countries/500/nzl.png,244293,5,20,lost,25 Jul 2015,27,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,New Zealand,Johannesburg
France,Six Nations,180669,3,20,9,http://assets.espn.go.com/i/teamlogos/countries/500/ita.png,180658,9,30,won,9 Feb 2014,10,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,Italy,Stade de France
France,Six Nations,180686,6,4,3,http://assets.espn.go.com/i/teamlogos/countries/500/wal.png,180659,9,13,lost,28 Feb 2015,20,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,Wales,Stade de France
France,Six Nations,180665,8,1,16,http://assets.espn.go.com/i/teamlogos/countries/500/eng.png,180658,9,26,won,1 Feb 2014,24,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,England,Stade de France
Samoa,Rugby World Cup,181983,6,5,17,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,164205,15,6,won,26 Sep 2015,46,http://assets.espn.go.com/i/teamlogos/countries/500/sam.png,South Africa,Birmingham
South Africa,Rugby Championship,207975,13,8,21,http://assets.espn.go.com/i/teamlogos/countries/500/nzl.png,207941,5,27,won,4 Oct 2014,25,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,New Zealand,Johannesburg
England,South Africa tour,203139,6,5,13,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,201111,1,28,won,15 Nov 2014,31,http://assets.espn.go.com/i/teamlogos/countries/500/eng.png,South Africa,Twickenham
France,Fiji tour,227301,0,14,14,http://assets.espn.go.com/i/teamlogos/countries/500/fij.png,218859,9,40,won,8 Nov 2014,15,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,Fiji,Marseille
Argentina,South Africa tour,244319,9,5,20,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,244297,10,12,won,15 Aug 2015,26,http://assets.espn.go.com/i/teamlogos/countries/500/arg.png,South Africa,Buenos Aires
South Africa,Rugby Championship,207957,3,10,10,http://assets.espn.go.com/i/teamlogos/countries/500/arg.png,207941,5,13,won,16 Aug 2014,6,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,Argentina,Pretoria
Wales,South Africa tour,217023,3,5,3,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,201111,4,12,lost,29 Nov 2014,6,http://assets.espn.go.com/i/teamlogos/countries/500/wal.png,South Africa,Millennium Stadium
Argentina,Rugby World Cup,236315,9,6,19,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,164205,10,15,won,25 Oct 2015,29,http://assets.espn.go.com/i/teamlogos/countries/500/arg.png,Australia,Twickenham
Italy,South Africa tour,217021,6,5,8,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,201111,20,6,won,22 Nov 2014,22,http://assets.espn.go.com/i/teamlogos/countries/500/ita.png,South Africa,Padova
England,Rugby World Cup,181992,3,6,17,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,164205,1,13,won,3 Oct 2015,33,http://assets.espn.go.com/i/teamlogos/countries/500/eng.png,Australia,Twickenham
New Zealand,Rugby Championship,207969,6,5,7,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,207941,8,14,lost,13 Sep 2014,10,http://assets.espn.go.com/i/teamlogos/countries/500/nzl.png,South Africa,Wellington
New Zealand,Australia tour,244317,13,6,6,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,244295,8,41,lost,15 Aug 2015,13,http://assets.espn.go.com/i/teamlogos/countries/500/nzl.png,Australia,Auckland
South Africa,Wales tour,210415,17,4,14,http://assets.espn.go.com/i/teamlogos/countries/500/wal.png,210107,5,31,won,21 Jun 2014,30,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,Wales,Nelspruit
Australia,Rugby World Cup,182002,6,4,9,http://assets.espn.go.com/i/teamlogos/countries/500/wal.png,164205,6,15,won,10 Oct 2015,6,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,Wales,Twickenham
South Africa,Wales tour,210109,9,4,28,http://assets.espn.go.com/i/teamlogos/countries/500/wal.png,210107,5,38,won,14 Jun 2014,16,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,Wales,Durban
Australia,Rugby World Cup,181985,3,29,31,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,164205,6,65,won,27 Sep 2015,3,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,Uruguay,Birmingham
Argentina,Rugby Championship,207961,13,5,16,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,207941,10,31,won,23 Aug 2014,33,http://assets.espn.go.com/i/teamlogos/countries/500/arg.png,South Africa,Salta
Australia,Rugby Championship,244313,6,8,3,http://assets.espn.go.com/i/teamlogos/countries/500/nzl.png,244293,6,27,won,8 Aug 2015,19,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,New Zealand,Sydney
United States of America,Australia tour,264181,10,6,14,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,244295,11,10,won,5 Sep 2015,47,http://assets.espn.go.com/i/teamlogos/countries/500/usa.png,Australia,Chicago
England,Australia tour,203143,13,6,3,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,201115,1,26,lost,29 Nov 2014,17,http://assets.espn.go.com/i/teamlogos/countries/500/eng.png,Australia,Twickenham
Argentina,Rugby Championship,244311,6,6,8,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,244293,10,9,won,25 Jul 2015,34,http://assets.espn.go.com/i/teamlogos/countries/500/arg.png,Australia,Mendoza
Australia,Rugby World Cup,181977,3,14,18,http://assets.espn.go.com/i/teamlogos/countries/500/fij.png,164205,6,28,won,23 Sep 2015,13,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,Fiji,Millennium Stadium
Argentina,Rugby Championship,207977,8,6,14,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,207941,10,21,lost,4 Oct 2014,17,http://assets.espn.go.com/i/teamlogos/countries/500/arg.png,Australia,Mendoza
Australia,New Zealand tour,231351,12,8,15,http://assets.espn.go.com/i/teamlogos/countries/500/nzl.png,201109,6,28,lost,18 Oct 2014,29,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,New Zealand,Brisbane
France,Rugby World Cup,182007,6,3,9,http://img.scrum.com/scrum/IRFU.png,164205,9,9,won,11 Oct 2015,24,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,Ireland,Millennium Stadium
Wales,Australia tour,218861,21,6,21,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,201115,4,28,won,8 Nov 2014,33,http://assets.espn.go.com/i/teamlogos/countries/500/wal.png,Australia,Millennium Stadium
France,Australia tour,227307,17,6,16,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,201115,9,29,lost,15 Nov 2014,26,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,Australia,Stade de France
South Africa,Rugby Championship,207971,5,6,10,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,207941,5,28,lost,27 Sep 2014,10,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,Australia,Cape Town
New Zealand,Rugby Championship,207959,23,6,6,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,207941,8,51,lost,23 Aug 2014,20,http://assets.espn.go.com/i/teamlogos/countries/500/nzl.png,Australia,Auckland
Australia,Rugby Championship,207963,14,5,11,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,207941,6,24,won,6 Sep 2014,23,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,South Africa,Perth
Australia,Rugby Championship,244307,13,5,7,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,244293,6,24,won,18 Jul 2015,20,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,South Africa,Brisbane
England,Ireland tour,248677,12,3,3,http://img.scrum.com/scrum/IRFU.png,248673,1,21,lost,5 Sep 2015,13,http://assets.espn.go.com/i/teamlogos/countries/500/eng.png,Ireland,Twickenham
Australia,France tour,193511,-,9,-,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,193507,6,6,won,14 Jun 2014,0,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,France,Melbourne
Australia,Rugby Championship,207955,9,8,3,http://assets.espn.go.com/i/teamlogos/countries/500/nzl.png,207941,6,12,draw,16 Aug 2014,12,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,New Zealand,Sydney
Australia,Rugby Championship,207967,7,10,14,http://assets.espn.go.com/i/teamlogos/countries/500/arg.png,207941,6,32,won,13 Sep 2014,25,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,Argentina,Gold Coast
Canada,Rugby World Cup,181973,0,3,29,http://img.scrum.com/scrum/IRFU.png,164205,25,7,won,19 Sep 2015,50,http://assets.espn.go.com/i/teamlogos/countries/500/can.png,Ireland,Millennium Stadium
Australia,France tour,193513,6,9,20,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,193507,6,39,won,21 Jun 2014,13,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,France,Sydney
Ireland,Rugby World Cup,181987,3,12,18,http://assets.espn.go.com/i/teamlogos/countries/500/rom.png,164205,3,44,won,27 Sep 2015,10,http://img.scrum.com/scrum/IRFU.png,Romania,Wembley
Ireland,Rugby World Cup,181996,6,20,10,http://assets.espn.go.com/i/teamlogos/countries/500/ita.png,164205,3,16,won,4 Oct 2015,9,http://img.scrum.com/scrum/IRFU.png,Italy,London
Wales,Ireland tour,249675,7,3,25,http://img.scrum.com/scrum/IRFU.png,248673,4,21,won,8 Aug 2015,35,http://assets.espn.go.com/i/teamlogos/countries/500/wal.png,Ireland,Millennium Stadium
Ireland,Wales tour,249679,10,4,10,http://assets.espn.go.com/i/teamlogos/countries/500/wal.png,249661,3,10,lost,29 Aug 2015,16,http://img.scrum.com/scrum/IRFU.png,Wales,Lansdowne Road
Ireland,Six Nations,180683,6,9,12,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,180659,3,18,won,14 Feb 2015,11,http://img.scrum.com/scrum/IRFU.png,France,Lansdowne Road
Ireland,Six Nations,180687,3,1,9,http://assets.espn.go.com/i/teamlogos/countries/500/eng.png,180659,3,19,won,1 Mar 2015,9,http://img.scrum.com/scrum/IRFU.png,England,Lansdowne Road
Argentina,Ireland tour,211263,10,3,9,http://img.scrum.com/scrum/IRFU.png,211259,10,17,won,14 Jun 2014,23,http://assets.espn.go.com/i/teamlogos/countries/500/arg.png,Ireland,Tucuman
Ireland,South Africa tour,208365,3,5,6,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,201111,3,29,won,8 Nov 2014,15,http://img.scrum.com/scrum/IRFU.png,South Africa,Lansdowne Road
Ireland,Australia tour,208369,20,6,20,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,201115,3,26,won,22 Nov 2014,23,http://img.scrum.com/scrum/IRFU.png,Australia,Lansdowne Road
Ireland,Georgia tour,208367,0,81,9,http://assets.espn.go.com/i/teamlogos/countries/500/geo.png,219131,3,49,won,16 Nov 2014,7,http://img.scrum.com/scrum/IRFU.png,Georgia,Lansdowne Road
Argentina,Ireland tour,211261,10,3,11,http://img.scrum.com/scrum/IRFU.png,211259,10,17,won,7 Jun 2014,29,http://assets.espn.go.com/i/teamlogos/countries/500/arg.png,Ireland,Resistencia
France,Six Nations,180678,13,3,12,http://img.scrum.com/scrum/IRFU.png,180658,9,20,won,15 Mar 2014,22,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,Ireland,Stade de France
Ireland,Six Nations,180673,7,20,17,http://assets.espn.go.com/i/teamlogos/countries/500/ita.png,180658,3,46,won,8 Mar 2014,7,http://img.scrum.com/scrum/IRFU.png,Italy,Lansdowne Road
Ireland,Six Nations,180667,0,4,13,http://assets.espn.go.com/i/teamlogos/countries/500/wal.png,180658,3,26,won,8 Feb 2014,3,http://img.scrum.com/scrum/IRFU.png,Wales,Lansdowne Road
Scotland,Rugby World Cup,181994,20,5,3,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,164205,2,16,lost,3 Oct 2015,34,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,South Africa,Newcastle
England,Six Nations,180672,3,3,0,http://img.scrum.com/scrum/IRFU.png,180658,1,13,lost,22 Feb 2014,10,http://assets.espn.go.com/i/teamlogos/countries/500/eng.png,Ireland,Twickenham
France,Scotland tour,248941,6,2,9,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,248937,9,19,lost,5 Sep 2015,16,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,Scotland,Stade de France
Scotland,Rugby World Cup,181986,13,11,6,http://assets.espn.go.com/i/teamlogos/countries/500/usa.png,164205,2,39,won,27 Sep 2015,16,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,United States of America,Leeds
Samoa,Rugby World Cup,182004,26,2,23,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,164205,15,33,won,10 Oct 2015,36,http://assets.espn.go.com/i/teamlogos/countries/500/sam.png,Scotland,Newcastle
Scotland,Italy tour,263333,7,20,23,http://assets.espn.go.com/i/teamlogos/countries/500/ita.png,252321,2,48,won,29 Aug 2015,7,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,Italy,Murrayfield
Japan,Rugby World Cup,181978,7,2,12,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,164205,23,10,won,23 Sep 2015,45,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,Scotland,Gloucester
Italy,Scotland tour,263325,9,2,9,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,248937,20,12,won,22 Aug 2015,16,http://assets.espn.go.com/i/teamlogos/countries/500/ita.png,Scotland,Torino
Ireland,Scotland tour,249677,7,2,7,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,248937,3,28,lost,15 Aug 2015,22,http://img.scrum.com/scrum/IRFU.png,Scotland,Lansdowne Road
France,Six Nations,180681,9,2,8,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,180659,9,15,lost,7 Feb 2015,8,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,Scotland,Stade de France
Wales,Six Nations,180677,27,2,3,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,180658,4,51,lost,15 Mar 2014,3,http://assets.espn.go.com/i/teamlogos/countries/500/wal.png,Scotland,Millennium Stadium
United States of America,Scotland tour,204107,3,2,17,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,204095,11,6,won,7 Jun 2014,24,http://assets.espn.go.com/i/teamlogos/countries/500/usa.png,Scotland,Houston
Germany,Six Nations B,239997,8,12,6,http://assets.espn.go.com/i/teamlogos/countries/500/rom.png,239925,7,12,lost,14 Mar 2015,17,,Romania,Heidelburg
Argentina,Scotland tour,209463,8,2,7,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,204095,10,19,won,20 Jun 2014,21,http://assets.espn.go.com/i/teamlogos/countries/500/arg.png,Scotland,Cordoba
Scotland,Six Nations,180674,9,9,14,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,180658,2,17,lost,8 Mar 2014,19,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,France,Murrayfield
Scotland,Six Nations,180668,13,1,0,http://assets.espn.go.com/i/teamlogos/countries/500/eng.png,180658,2,0,lost,8 Feb 2014,20,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,England,Murrayfield
Ireland,Six Nations,180666,11,2,3,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,180658,3,28,lost,2 Feb 2014,6,http://img.scrum.com/scrum/IRFU.png,Scotland,Lansdowne Road
