home_name,competition_name,gameId,hta,away_id,htf,away_logo,league,home_id,home_score,result,date,away_score,home_logo,away_name,ground
Portugal,Six Nations B,239989,5,7,0,,239925,27,11,lost,28 Feb 2015,3,,Germany,Lisbon
Italy,Six Nations,180671,13,2,3,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,180658,20,20,won,22 Feb 2014,21,http://assets.espn.go.com/i/teamlogos/countries/500/ita.png,Scotland,Rome
Canada,Scotland tour,209461,8,2,13,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,204095,25,17,won,14 Jun 2014,19,http://assets.espn.go.com/i/teamlogos/countries/500/can.png,Scotland,Toronto
South Africa,Scotland tour,209465,19,2,6,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,204095,5,55,lost,28 Jun 2014,6,http://assets.espn.go.com/i/teamlogos/countries/500/rsa.png,Scotland,Port Elizabeth
Germany,Six Nations B,239981,12,57,15,,239925,7,22,lost,14 Feb 2015,46,,Russia,Pforzheim
Scotland,New Zealand tour,209469,14,8,10,http://assets.espn.go.com/i/teamlogos/countries/500/nzl.png,201109,2,16,lost,15 Nov 2014,24,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,New Zealand,Murrayfield
Scotland,Tonga tour,209471,12,16,14,http://assets.espn.go.com/i/teamlogos/countries/500/tga.png,209459,2,37,won,22 Nov 2014,12,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,Tonga,Kilmarnock
Scotland,Six Nations,180684,16,4,10,http://assets.espn.go.com/i/teamlogos/countries/500/wal.png,180659,2,23,lost,15 Feb 2015,26,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,Wales,Murrayfield
Germany,2015 Rugby World Cup Qualifier,226837,10,57,3,,161354,7,20,lost,24 May 2014,31,,Russia,Hamburg
Scotland,Argentina tour,209467,10,10,24,http://assets.espn.go.com/i/teamlogos/countries/500/arg.png,209457,2,41,won,8 Nov 2014,31,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,Argentina,Murrayfield
Germany,Six Nations B,239975,31,81,8,http://assets.espn.go.com/i/teamlogos/countries/500/geo.png,239925,7,8,lost,7 Feb 2015,64,,Georgia,Heusenstamm
Scotland,Six Nations,180685,15,20,16,http://assets.espn.go.com/i/teamlogos/countries/500/ita.png,180659,2,19,lost,28 Feb 2015,22,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,Italy,Murrayfield
Sweden,FIRA Championship D1,190303,-,7,-,,168469,31,20,won,26 Apr 2014,45,,Germany,Stockholm
Italy,Six Nations,180680,3,3,9,http://img.scrum.com/scrum/IRFU.png,180659,20,3,won,7 Feb 2015,26,http://assets.espn.go.com/i/teamlogos/countries/500/ita.png,Ireland,Rome
Wales,Six Nations,180688,15,3,9,http://img.scrum.com/scrum/IRFU.png,180659,4,23,lost,14 Mar 2015,16,http://assets.espn.go.com/i/teamlogos/countries/500/wal.png,Ireland,Millennium Stadium
England,Six Nations,180682,5,20,15,http://assets.espn.go.com/i/teamlogos/countries/500/ita.png,180659,1,47,won,14 Feb 2015,17,http://assets.espn.go.com/i/teamlogos/countries/500/eng.png,Italy,Twickenham
England,Six Nations,180689,10,2,13,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,180659,1,25,lost,14 Mar 2015,13,http://assets.espn.go.com/i/teamlogos/countries/500/eng.png,Scotland,Twickenham
Australia,France tour,193509,9,9,29,http://assets.espn.go.com/i/teamlogos/countries/500/fra.png,193507,6,50,won,7 Jun 2014,23,http://assets.espn.go.com/i/teamlogos/countries/500/aus.png,France,Brisbane
Spain,Six Nations B,240005,8,7,3,,239925,18,48,lost,21 Mar 2015,16,,Germany,Madrid
Germany,FIRA Championship D1,190277,12,91,26,,168469,7,76,won,5 Apr 2014,12,,Czech Republic,Heidelburg
Namibia,Germany tour,244299,36,7,6,,244289,82,58,lost,29 Oct 2014,20,http://assets.espn.go.com/i/teamlogos/countries/500/nam.png,Germany,Windhoek
Scotland,Six Nations,180692,20,3,10,http://img.scrum.com/scrum/IRFU.png,180659,2,10,lost,21 Mar 2015,40,http://assets.espn.go.com/i/teamlogos/countries/500/sco.png,Ireland,Murrayfield
Netherlands,2015 Rugby World Cup Qualifier,224997,7,7,17,,161354,22,7,won,10 May 2014,17,,Germany,Amsterdam
Namibia,Nations Cup,249671,3,18,17,,249659,82,3,won,21 Jun 2015,20,http://assets.espn.go.com/i/teamlogos/countries/500/nam.png,Spain,Bucharest
Spain,Six Nations B,239985,13,81,13,http://assets.espn.go.com/i/teamlogos/countries/500/geo.png,239925,18,13,lost,28 Feb 2015,26,,Georgia,Madrid
Kenya,Spain tour,264171,17,18,6,,264137,35,36,lost,18 Jul 2015,27,,Spain,Nairobi
Ukraine,FIRA Championship D1,273005,10,21,3,,239921,84,17,lost,10 Oct 2015,16,,Belgium,Irpin
Portugal,Six Nations B,239995,8,18,8,,239925,27,8,won,14 Mar 2015,19,,Spain,Coimbra
Japan,Asian 5 Nations - Top 5,256461,0,26,19,,256447,23,41,won,2 May 2015,0,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,Hong Kong,Tokyo
Netherlands,FIRA Championship D1,240045,7,31,5,,239921,22,24,won,30 May 2015,14,,Sweden,Amsterdam
Sweden,FIRA Championship D1,272999,13,21,22,,239921,31,20,won,26 Sep 2015,48,,Belgium,Enkoping
Japan,Uruguay tour,256479,0,29,21,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,256453,23,40,won,29 Aug 2015,0,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,Uruguay,Tokyo
Japan,Asian 5 Nations - Top 5,256463,7,49,31,,256447,23,66,won,9 May 2015,10,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,Korea,Fukuoka
Canada,Pacific Nations Cup,256469,3,23,11,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,256449,25,6,won,18 Jul 2015,20,http://assets.espn.go.com/i/teamlogos/countries/500/can.png,Japan,San Jose
Japan,Uruguay tour,256477,8,29,17,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,256453,23,30,won,22 Aug 2015,8,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,Uruguay,Fukuoka
Philippines,2015 Rugby World Cup Qualifier,214937,10,23,45,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,161354,136,10,won,3 May 2014,99,,Japan,Silangan
Korea,Asian 5 Nations - Top 5,256459,20,23,22,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,256447,49,30,won,18 Apr 2015,56,,Japan,Incheon
Japan,2015 Rugby World Cup Qualifier,214951,3,26,27,,161354,23,49,won,25 May 2014,8,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,Hong Kong,Tokyo
Korea,2015 Rugby World Cup Qualifier,214945,0,23,34,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,161354,49,5,won,17 May 2014,62,,Japan,Incheon
Canada,Rugby World Cup,181984,10,20,13,http://assets.espn.go.com/i/teamlogos/countries/500/ita.png,164205,25,18,won,26 Sep 2015,23,http://assets.espn.go.com/i/teamlogos/countries/500/can.png,Italy,Leeds
Georgia,Georgia tour,256481,7,23,6,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,256455,81,10,won,5 Sep 2015,13,http://assets.espn.go.com/i/teamlogos/countries/500/geo.png,Japan,Gloucester
Georgia,Japan tour,227313,17,23,10,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,227299,81,35,lost,23 Nov 2014,24,http://assets.espn.go.com/i/teamlogos/countries/500/geo.png,Japan,Tbilisi
Canada,Pacific Nations Cup,214953,25,23,9,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,214931,25,25,won,7 Jun 2014,34,http://assets.espn.go.com/i/teamlogos/countries/500/can.png,Japan,Vancouver
Ukraine,FIRA Championship D1,240043,0,22,3,,239921,84,18,lost,23 May 2015,10,,Netherlands,Odessa
Belgium,FIRA Championship D1,240007,10,31,45,,239921,21,71,won,28 Mar 2015,10,,Sweden,Brussels
Japan,Italy tour,211177,13,20,13,http://assets.espn.go.com/i/teamlogos/countries/500/ita.png,211159,23,26,won,21 Jun 2014,23,http://assets.espn.go.com/i/teamlogos/countries/500/jpn.png,Italy,Tokyo
Belgium,FIRA Championship D1,239999,0,94,14,,239921,21,17,won,14 Mar 2015,14,,Moldova,Brussels
Malta,FIRA Championship D2,190279,5,22,21,,168470,108,10,won,5 Apr 2014,33,,Netherlands,Paola
Georgia,2015 Rugby World Cup Qualifier,190247,25,21,0,,161354,81,35,lost,1 Feb 2014,0,http://assets.espn.go.com/i/teamlogos/countries/500/geo.png,Belgium,Tbilisi
Netherlands,FIRA Championship D1,239991,0,94,13,,239921,22,18,won,28 Feb 2015,10,,Moldova,Amsterdam
Netherlands,FIRA Championship D1,239983,18,21,18,,239921,22,21,won,21 Feb 2015,23,,Belgium,Amsterdam
Belgium,2015 Rugby World Cup Qualifier,190259,9,27,6,,161354,21,6,lost,22 Feb 2014,19,,Portugal,Brussels
Spain,Six Nations B,239973,13,57,24,,239925,18,43,won,7 Feb 2015,20,,Russia,Madrid
Belgium,2015 Rugby World Cup Qualifier,190271,10,57,10,,161354,21,20,lost,15 Mar 2014,34,,Russia,Brussels
Netherlands,FIRA Championship D2,190283,3,83,12,,168470,22,45,won,12 Apr 2014,13,,Croatia,Amsterdam
Belgium,FIRA Championship D1,239965,7,84,6,,239921,21,25,won,15 Nov 2014,10,,Ukraine,Namur
Emerging Italy,Tbilisi Cup,220933,22,18,0,,220925,204,37,lost,18 Jun 2014,0,,Spain,Tbilisi
Portugal,2015 Rugby World Cup Qualifier,190269,18,18,6,,161354,27,24,won,15 Mar 2014,28,,Spain,Lisbon
Georgia,Tbilisi Cup,220927,20,18,7,,220925,81,23,lost,14 Jun 2014,13,http://assets.espn.go.com/i/teamlogos/countries/500/geo.png,Spain,Tbilisi
Argentina Jaguares,Tbilisi Cup,220937,34,18,0,,220925,214,41,lost,22 Jun 2014,7,,Spain,Tbilisi
Spain,2015 Rugby World Cup Qualifier,190245,23,57,11,,161354,18,25,lost,1 Feb 2014,28,,Russia,Madrid
Korea,Asian 5 Nations - Top 5,257187,19,26,12,,256447,49,37,won,16 May 2015,38,,Hong Kong,Incheon
Spain,2015 Rugby World Cup Qualifier,190261,9,81,14,http://assets.espn.go.com/i/teamlogos/countries/500/geo.png,161354,18,17,lost,8 Mar 2014,24,,Georgia,Madrid
Canada,Georgia tour,263335,10,81,13,http://assets.espn.go.com/i/teamlogos/countries/500/geo.png,256455,25,16,won,2 Sep 2015,15,http://assets.espn.go.com/i/teamlogos/countries/500/can.png,Georgia,Esher
Uruguay,2015 Rugby World Cup Qualifier,229325,6,26,3,,161354,29,28,lost,2 Aug 2014,3,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,Hong Kong,Montevideo
Hong Kong,Asian 5 Nations - Top 5,257185,25,49,7,,256447,26,26,lost,25 Apr 2015,33,,Korea,Hong Kong
Hong Kong,2015 Rugby World Cup Qualifier,214943,6,49,20,,161354,26,39,won,10 May 2014,6,,Korea,Hong Kong
Hong Kong,Russia tour,244301,23,57,3,,244291,26,10,lost,8 Nov 2014,31,,Russia,Hong Kong
Canada,Namibia tour,240799,6,82,9,http://assets.espn.go.com/i/teamlogos/countries/500/nam.png,240793,25,17,won,7 Nov 2014,13,http://assets.espn.go.com/i/teamlogos/countries/500/can.png,Namibia,Colwyn Bay
Russia,Six Nations B,240003,13,27,3,,239925,57,21,lost,21 Mar 2015,8,,Portugal,Sotchi
Hong Kong,Russia tour,244303,29,57,10,,244291,26,27,lost,15 Nov 2014,39,,Russia,Hong Kong
Kenya,Portugal tour,264153,17,27,10,,264131,35,41,lost,30 May 2015,15,,Portugal,Nairobi
Georgia,Six Nations B,239977,14,27,9,,239925,81,20,lost,14 Feb 2015,15,http://assets.espn.go.com/i/teamlogos/countries/500/geo.png,Portugal,Tbilisi
Chile,South American Championship,259393,8,29,23,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,259375,28,30,won,9 May 2015,15,,Uruguay,Santiago
Hong Kong,2015 Rugby World Cup Qualifier,214933,0,136,51,,161354,26,108,won,26 Apr 2014,0,,Philippines,Hong Kong
Uruguay,Argentina XV tour,264173,12,10,17,http://assets.espn.go.com/i/teamlogos/countries/500/arg.png,270333,29,30,won,1 Aug 2015,26,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,Argentina,Montevideo
Emerging Italy,Tbilisi Cup,259409,17,29,6,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,259383,204,23,lost,21 Jun 2015,13,,Uruguay,Tbilisi
Uruguay,Fiji Warriors tour,259395,15,264769,3,,264817,29,22,lost,23 May 2015,30,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,Fiji Warriors,Montevideo
Uruguay,Fiji Warriors tour,259397,34,264769,10,,264817,29,22,lost,31 May 2015,42,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,Fiji Warriors,Montevideo
Emerging Ireland,Tbilisi Cup,259405,19,29,0,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,259383,182835,33,lost,17 Jun 2015,7,,Uruguay,Tbilisi
Uruguay,South American Championship,259389,9,33,18,,259375,29,48,won,18 Apr 2015,9,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,Brazil,Montevideo
Uruguay,United States of America XV tour,259391,3,11,0,http://assets.espn.go.com/i/teamlogos/countries/500/usa.png,259377,29,3,lost,23 Apr 2015,13,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,United States of America,Montevideo
Emerging Ireland,Nations Cup,220527,22,29,3,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,220515,182835,51,lost,18 Jun 2014,3,,Uruguay,Bucharest
Uruguay,2015 Rugby World Cup Qualifier,231349,17,57,12,,161354,29,36,won,11 Oct 2014,27,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,Russia,Montevideo
Russia,2015 Rugby World Cup Qualifier,231347,16,29,12,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,161354,57,22,lost,27 Sep 2014,21,,Uruguay,Krasnoyarsk
Georgia,Tbilisi Cup,259403,13,29,3,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,259383,81,19,lost,13 Jun 2015,10,http://assets.espn.go.com/i/teamlogos/countries/500/geo.png,Uruguay,Tbilisi
Uruguay,South American Championship,259387,0,53,49,,259375,29,77,won,11 Apr 2015,3,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,Paraguay,Montevideo
Russia,2015 Rugby World Cup Qualifier,190263,17,27,13,,161354,57,34,lost,8 Mar 2014,18,,Portugal,Sotchi
Russia,Nations Cup,220533,6,29,0,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,220515,57,6,won,22 Jun 2014,13,,Uruguay,Bucharest
Brazil,South American Championship,222805,6,29,19,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,222789,33,9,won,3 May 2014,34,,Uruguay,Bento Goncalves
Spain,2015 Rugby World Cup Qualifier,190253,3,21,5,,161354,18,11,won,8 Feb 2014,6,,Belgium,Madrid
Portugal,2015 Rugby World Cup Qualifier,190249,17,81,3,http://assets.espn.go.com/i/teamlogos/countries/500/geo.png,161354,27,9,lost,8 Feb 2014,34,,Georgia,Lisbon
Paraguay,South American Championship,261647,22,28,21,,259375,53,25,won,3 May 2015,35,,Chile,Asuncion
Uruguay,South American Championship,222809,17,28,0,,222789,29,55,lost,10 May 2014,13,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,Chile,Montevideo
Chile,South American Championship,222807,11,53,5,,222789,28,22,won,3 May 2014,18,,Paraguay,Concepcion
Paraguay,South American Championship,222801,10,29,15,http://assets.espn.go.com/i/teamlogos/countries/500/uru.png,222789,53,10,won,26 Apr 2014,34,,Uruguay,Asuncion
Denmark,FIRA Championship D2,273007,17,85,10,,239923,30,25,lost,10 Oct 2015,31,,Austria,Odense
Portugal,Namibia tour,240811,13,82,12,http://assets.espn.go.com/i/teamlogos/countries/500/nam.png,240793,27,29,won,22 Nov 2014,20,,Namibia,Lisbon
Moldova,FIRA Championship D1,239967,21,31,3,,239921,94,57,lost,22 Nov 2014,8,,Sweden,Chisinau
Sweden,FIRA Championship D1,273025,20,94,0,,239921,31,7,lost,7 Nov 2015,25,,Moldova,Malmo
Chile,South American Championship,261645,3,33,15,,259375,28,32,won,25 Apr 2015,3,,Brazil,Santiago
Austria,FIRA Championship D2,239929,9,30,11,,239923,85,29,lost,11 Oct 2014,27,,Denmark,Vienna
Brazil,South American Championship,222803,10,28,6,,222789,33,24,lost,26 Apr 2014,16,,Chile,Sao Paulo
Denmark,FIRA Championship D2,239945,10,86,7,,239923,30,10,lost,25 Oct 2014,16,,Slovenia,Odense
Brazil,South American Championship,261649,7,53,8,,259375,33,11,lost,9 May 2015,20,,Paraguay,Bento Goncalves
Paraguay,South American Championship,222811,16,33,3,,222789,53,31,lost,10 May 2014,24,,Brazil,Asuncion
Sweden,FIRA Championship D1,239933,31,84,0,,239921,31,0,lost,18 Oct 2014,45,,Ukraine,Enkoping
Namibia,African CAR Championship,259417,25,35,6,,259381,82,46,lost,8 Aug 2015,13,http://assets.espn.go.com/i/teamlogos/countries/500/nam.png,Kenya,Windhoek
Denmark,FIRA Championship D2,190313,3,87,6,,168470,30,9,lost,3 May 2014,16,,Latvia,Odense
Serbia and Montenegro,FIRA Championship D2,190289,0,30,11,,168470,47,19,won,12 Apr 2014,33,,Denmark,Belgrade
Kenya,Elgon Cup,233755,0,39,12,,233751,35,34,won,19 Jul 2014,0,,Uganda,Nairobi
Uganda,Elgon Cup,233753,-,35,-,,233751,39,21,lost,12 Jul 2014,14,,Kenya,Kampala
Thailand,Asian 5 Nations - Divisio,262851,-,133753,-,,262827,38,22,lost,10 May 2015,53,,United Arab Emirates,Kuala Lumpur
Kenya,African CAR Championship,259413,12,64,14,,259381,35,46,won,28 Jun 2015,15,,Tunisia,Nairobi
Zimbabwe,African CAR Championship,259401,17,35,17,,259381,42,28,lost,13 Jun 2015,20,,Kenya,Harare
Uganda,African CAR Championship,266069,3,132,14,,259381,39,35,won,8 Jul 2015,11,,Mauritius,Kampala
Uganda,African CAR Championship,266067,-,63,-,,259381,39,40,won,5 Jul 2015,11,,Ivory Coast,Kampala
Uganda,African CAR Championship,266077,-,100,-,,259381,39,59,won,11 Jul 2015,10,,Botswana,Kampala
Ivory Coast,African CAR Championship,229299,-,39,-,,220517,63,22,lost,10 Jun 2014,19,,Uganda,Tunis
Uganda,Elgon Cup,268001,18,118084,6,,264133,39,30,won,20 Jun 2015,0,,Kenya A,Kampala
Senegal,African CAR Championship,229303,21,39,10,,220517,67,32,lost,14 Jun 2014,31,,Uganda,Tunis
Chinese Taipei,Asian 5 Nations - Divisio,262855,-,38,-,,262827,48,29,lost,13 May 2015,24,,Thailand,Kuala Lumpur
Kenya A,Elgon Cup,264167,5,39,3,,264133,118084,0,lost,13 Jun 2015,17,,Uganda,Nairobi
Malaysia,Crescent Cup,265721,-,113561,-,,265717,36,10,won,6 Jun 2015,0,,Lebanon,Melaka
Malaysia,Asian 5 Nations - Divisio,262853,-,133753,-,,262827,36,20,won,13 May 2015,19,,United Arab Emirates,Kuala Lumpur
Kenya,2015 Rugby World Cup Qualifier,220545,13,42,10,,161354,35,10,lost,6 Jul 2014,28,,Zimbabwe,Antananarive
Iran,Asian 5 Nations - Divisio,222817,-,36,-,,222791,84914,22,won,20 May 2014,43,,Malaysia,Doha
Malaysia,Crescent Cup,265729,6,84916,24,,265717,36,55,won,11 Jun 2015,9,,Uzbekistan,Melaka
Malaysia,Asian 5 Nations - Divisio,262849,-,48,-,,262827,36,46,won,10 May 2015,13,,Chinese Taipei,Kuala Lumpur
Kenya,2015 Rugby World Cup Qualifier,220535,12,82,7,http://assets.espn.go.com/i/teamlogos/countries/500/nam.png,161354,35,29,won,28 Jun 2014,22,,Namibia,Antananarive
Denmark,FIRA Championship D2,240031,22,47,19,,239923,30,22,lost,25 Apr 2015,25,,Serbia and Montenegro,Odense
Thailand,Malaysia tour,245929,0,36,10,,245925,38,12,won,28 Oct 2014,29,,Malaysia,Bangkok
Thailand,Malaysia tour,245927,13,36,9,,245925,38,33,lost,25 Oct 2014,16,,Malaysia,Bangkok
Malaysia,Crescent Cup,265735,-,142722,-,,265717,36,19,won,14 Jun 2015,11,,Algeria,Melaka
Russia,2015 Rugby World Cup Qualifier,229323,13,42,7,,161354,57,23,lost,2 Aug 2014,15,,Zimbabwe,Krasnoyarsk
Malaysia,Asian 5 Nations - Divisio,222823,-,138785,-,,222791,36,31,won,23 May 2014,22,,Qatar,Doha
Madagascar,2015 Rugby World Cup Qualifier,220543,0,35,27,,161354,52,0,won,2 Jul 2014,34,,Kenya,Antananarive
Zimbabwe,African CAR Championship,259415,3,64,13,,259381,42,19,won,4 Jul 2015,8,,Tunisia,Harare
Bulgaria,FIRA Championship D2,273003,10,68,12,,239923,41,15,lost,3 Oct 2015,16,,Norway,Burgas
Bulgaria,FIRA Championship D2,273019,3,74,12,,239923,41,34,won,24 Oct 2015,15,,Finland,Sofia
Madagascar,2015 Rugby World Cup Qualifier,220537,15,42,22,,161354,52,22,won,28 Jun 2014,57,,Zimbabwe,Antananarive
Namibia,African CAR Championship,259419,28,42,6,,259381,82,80,lost,15 Aug 2015,6,http://assets.espn.go.com/i/teamlogos/countries/500/nam.png,Zimbabwe,Windhoek
Peru,Ecuador tour,234199,-,177673,-,,234191,40,45,won,11 Jul 2014,0,,Ecuador,Chiclayo
Namibia,2015 Rugby World Cup Qualifier,220541,10,42,17,,161354,82,24,lost,2 Jul 2014,20,http://assets.espn.go.com/i/teamlogos/countries/500/nam.png,Zimbabwe,Antananarive
Peru,Ecuador tour,234201,-,177673,-,,234191,40,36,won,13 Jul 2014,8,,Ecuador,Chiclayo
Bulgaria,FIRA Championship D2,242933,12,171355,14,,239923,41,26,won,1 Nov 2014,19,,Turkey,Pernik
Norway,FIRA Championship D2,242943,24,41,0,,239923,68,43,lost,23 May 2015,0,,Bulgaria,Bergen
Peru,South American Championship,239321,20,104,15,,239319,40,28,lost,31 Aug 2014,33,,Venezuela,Antioquia
